dado: 53.620000, bin_esq: 53.600000, bin_dir: 53.700000, local_j = 536
dado: 24.000000, bin_esq: 23.900000, bin_dir: 24.000000, local_j = 239
dado: 80.120000, bin_esq: 80.100000, bin_dir: 80.200000, local_j = 801
dado: 62.260000, bin_esq: 62.200000, bin_dir: 62.300000, local_j = 622
dado: 12.330000, bin_esq: 12.300000, bin_dir: 12.400000, local_j = 123
dado: 46.680000, bin_esq: 46.600000, bin_dir: 46.700000, local_j = 466
dado: 43.060000, bin_esq: 43.000000, bin_dir: 43.100000, local_j = 430
dado: 68.650000, bin_esq: 68.600000, bin_dir: 68.700000, local_j = 686
dado: 92.290000, bin_esq: 92.200000, bin_dir: 92.300000, local_j = 922
dado: 68.700000, bin_esq: 68.600000, bin_dir: 68.700000, local_j = 686
dado: 85.270000, bin_esq: 85.200000, bin_dir: 85.300000, local_j = 852
dado: 67.130000, bin_esq: 67.100000, bin_dir: 67.200000, local_j = 671
dado: 6.870000, bin_esq: 6.800000, bin_dir: 6.900000, local_j = 68
dado: 50.060000, bin_esq: 50.000000, bin_dir: 50.100000, local_j = 500
dado: 42.360000, bin_esq: 42.300000, bin_dir: 42.400000, local_j = 423
dado: 77.230000, bin_esq: 77.200000, bin_dir: 77.300000, local_j = 772
dado: 87.950000, bin_esq: 87.900000, bin_dir: 88.000000, local_j = 879
dado: 97.350000, bin_esq: 97.300000, bin_dir: 97.400000, local_j = 973
dado: 14.640000, bin_esq: 14.600000, bin_dir: 14.700000, local_j = 146
dado: 14.670000, bin_esq: 14.600000, bin_dir: 14.700000, local_j = 146
dado: 22.000000, bin_esq: 21.900000, bin_dir: 22.000000, local_j = 219
dado: 40.550000, bin_esq: 40.500000, bin_dir: 40.600000, local_j = 405
dado: 19.200000, bin_esq: 19.100000, bin_dir: 19.200000, local_j = 191
dado: 4.820000, bin_esq: 4.800000, bin_dir: 4.900000, local_j = 48
dado: 97.620000, bin_esq: 97.600000, bin_dir: 97.700000, local_j = 976
dado: 66.460000, bin_esq: 66.400000, bin_dir: 66.500000, local_j = 664
dado: 69.520000, bin_esq: 69.500000, bin_dir: 69.600000, local_j = 695
dado: 68.490000, bin_esq: 68.400000, bin_dir: 68.500000, local_j = 684
dado: 70.330000, bin_esq: 70.300000, bin_dir: 70.400000, local_j = 703
dado: 96.520000, bin_esq: 96.500000, bin_dir: 96.600000, local_j = 965
dado: 36.730000, bin_esq: 36.700000, bin_dir: 36.800000, local_j = 367
dado: 8.790000, bin_esq: 8.700000, bin_dir: 8.800000, local_j = 87
dado: 82.390000, bin_esq: 82.300000, bin_dir: 82.400000, local_j = 823
dado: 68.730000, bin_esq: 68.700000, bin_dir: 68.800000, local_j = 687
dado: 53.160000, bin_esq: 53.100000, bin_dir: 53.200000, local_j = 531
dado: 54.560000, bin_esq: 54.500000, bin_dir: 54.600000, local_j = 545
dado: 1.960000, bin_esq: 1.900000, bin_dir: 2.000000, local_j = 19
dado: 47.830000, bin_esq: 47.800000, bin_dir: 47.900000, local_j = 478
dado: 79.430000, bin_esq: 79.400000, bin_dir: 79.500000, local_j = 794
dado: 60.230000, bin_esq: 60.200000, bin_dir: 60.300000, local_j = 602
dado: 94.320000, bin_esq: 94.300000, bin_dir: 94.400000, local_j = 943
dado: 80.420000, bin_esq: 80.400000, bin_dir: 80.500000, local_j = 804
dado: 58.410000, bin_esq: 58.400000, bin_dir: 58.500000, local_j = 584
dado: 1.220000, bin_esq: 1.200000, bin_dir: 1.300000, local_j = 12
dado: 42.680000, bin_esq: 42.600000, bin_dir: 42.700000, local_j = 426
dado: 37.570000, bin_esq: 37.500000, bin_dir: 37.600000, local_j = 375
dado: 64.740000, bin_esq: 64.700000, bin_dir: 64.800000, local_j = 647
dado: 96.370000, bin_esq: 96.300000, bin_dir: 96.400000, local_j = 963
dado: 17.500000, bin_esq: 17.500000, bin_dir: 17.600000, local_j = 175
dado: 92.430000, bin_esq: 92.400000, bin_dir: 92.500000, local_j = 924
dado: 85.990000, bin_esq: 85.900000, bin_dir: 86.000000, local_j = 859
dado: 59.730000, bin_esq: 59.700000, bin_dir: 59.800000, local_j = 597
dado: 94.170000, bin_esq: 94.100000, bin_dir: 94.200000, local_j = 941
dado: 34.500000, bin_esq: 34.400000, bin_dir: 34.500000, local_j = 344
dado: 76.990000, bin_esq: 76.900000, bin_dir: 77.000000, local_j = 769
dado: 80.070000, bin_esq: 80.000000, bin_dir: 80.100000, local_j = 800
dado: 59.120000, bin_esq: 59.100000, bin_dir: 59.200000, local_j = 591
dado: 59.110000, bin_esq: 59.100000, bin_dir: 59.200000, local_j = 591
dado: 14.960000, bin_esq: 14.900000, bin_dir: 15.000000, local_j = 149
dado: 38.570000, bin_esq: 38.500000, bin_dir: 38.600000, local_j = 385
dado: 42.060000, bin_esq: 42.000000, bin_dir: 42.100000, local_j = 420
dado: 30.970000, bin_esq: 30.900000, bin_dir: 31.000000, local_j = 309
dado: 29.730000, bin_esq: 29.700000, bin_dir: 29.800000, local_j = 297
dado: 8.950000, bin_esq: 8.900000, bin_dir: 9.000000, local_j = 89
dado: 23.800000, bin_esq: 23.700000, bin_dir: 23.800000, local_j = 237
dado: 51.980000, bin_esq: 51.900000, bin_dir: 52.000000, local_j = 519
dado: 75.870000, bin_esq: 75.800000, bin_dir: 75.900000, local_j = 758
dado: 83.080000, bin_esq: 83.000000, bin_dir: 83.100000, local_j = 830
dado: 3.700000, bin_esq: 3.600000, bin_dir: 3.700000, local_j = 36
dado: 98.880000, bin_esq: 98.800000, bin_dir: 98.900000, local_j = 988
dado: 25.550000, bin_esq: 25.500000, bin_dir: 25.600000, local_j = 255
dado: 59.860000, bin_esq: 59.800000, bin_dir: 59.900000, local_j = 598
dado: 98.170000, bin_esq: 98.100000, bin_dir: 98.200000, local_j = 981
dado: 28.430000, bin_esq: 28.400000, bin_dir: 28.500000, local_j = 284
dado: 37.460000, bin_esq: 37.400000, bin_dir: 37.500000, local_j = 374
dado: 10.180000, bin_esq: 10.100000, bin_dir: 10.200000, local_j = 101
dado: 16.070000, bin_esq: 16.000000, bin_dir: 16.100000, local_j = 160
dado: 4.320000, bin_esq: 4.300000, bin_dir: 4.400000, local_j = 43
dado: 51.830000, bin_esq: 51.800000, bin_dir: 51.900000, local_j = 518
dado: 64.920000, bin_esq: 64.900000, bin_dir: 65.000000, local_j = 649
dado: 25.090000, bin_esq: 25.000000, bin_dir: 25.100000, local_j = 250
dado: 82.090000, bin_esq: 82.000000, bin_dir: 82.100000, local_j = 820
dado: 58.580000, bin_esq: 58.500000, bin_dir: 58.600000, local_j = 585
dado: 93.780000, bin_esq: 93.700000, bin_dir: 93.800000, local_j = 937
dado: 37.610000, bin_esq: 37.600000, bin_dir: 37.700000, local_j = 376
dado: 83.750000, bin_esq: 83.700000, bin_dir: 83.800000, local_j = 837
dado: 67.460000, bin_esq: 67.400000, bin_dir: 67.500000, local_j = 674
dado: 99.350000, bin_esq: 99.300000, bin_dir: 99.400000, local_j = 993
dado: 43.750000, bin_esq: 43.700000, bin_dir: 43.800000, local_j = 437
dado: 56.170000, bin_esq: 56.100000, bin_dir: 56.200000, local_j = 561
dado: 42.000000, bin_esq: 41.900000, bin_dir: 42.000000, local_j = 419
dado: 80.870000, bin_esq: 80.800000, bin_dir: 80.900000, local_j = 808
dado: 15.180000, bin_esq: 15.100000, bin_dir: 15.200000, local_j = 151
dado: 25.260000, bin_esq: 25.200000, bin_dir: 25.300000, local_j = 252
dado: 86.140000, bin_esq: 86.100000, bin_dir: 86.200000, local_j = 861
dado: 72.220000, bin_esq: 72.200000, bin_dir: 72.300000, local_j = 722
dado: 47.520000, bin_esq: 47.500000, bin_dir: 47.600000, local_j = 475
dado: 71.240000, bin_esq: 71.200000, bin_dir: 71.300000, local_j = 712
dado: 85.310000, bin_esq: 85.300000, bin_dir: 85.400000, local_j = 853
dado: 18.780000, bin_esq: 18.700000, bin_dir: 18.800000, local_j = 187
dado: 99.490000, bin_esq: 99.400000, bin_dir: 99.500000, local_j = 994
dado: 59.460000, bin_esq: 59.400000, bin_dir: 59.500000, local_j = 594
dado: 65.240000, bin_esq: 65.200000, bin_dir: 65.300000, local_j = 652
dado: 90.960000, bin_esq: 90.900000, bin_dir: 91.000000, local_j = 909
dado: 44.280000, bin_esq: 44.200000, bin_dir: 44.300000, local_j = 442
dado: 66.000000, bin_esq: 65.900000, bin_dir: 66.000000, local_j = 659
dado: 83.380000, bin_esq: 83.300000, bin_dir: 83.400000, local_j = 833
dado: 86.300000, bin_esq: 86.300000, bin_dir: 86.400000, local_j = 863
dado: 79.210000, bin_esq: 79.200000, bin_dir: 79.300000, local_j = 792
dado: 47.390000, bin_esq: 47.300000, bin_dir: 47.400000, local_j = 473
dado: 58.340000, bin_esq: 58.300000, bin_dir: 58.400000, local_j = 583
dado: 16.050000, bin_esq: 16.000000, bin_dir: 16.100000, local_j = 160
dado: 19.380000, bin_esq: 19.300000, bin_dir: 19.400000, local_j = 193
dado: 78.950000, bin_esq: 78.900000, bin_dir: 79.000000, local_j = 789
dado: 18.780000, bin_esq: 18.700000, bin_dir: 18.800000, local_j = 187
dado: 57.600000, bin_esq: 57.500000, bin_dir: 57.600000, local_j = 575
dado: 40.350000, bin_esq: 40.300000, bin_dir: 40.400000, local_j = 403
dado: 18.540000, bin_esq: 18.500000, bin_dir: 18.600000, local_j = 185
dado: 12.540000, bin_esq: 12.500000, bin_dir: 12.600000, local_j = 125
dado: 5.380000, bin_esq: 5.300000, bin_dir: 5.400000, local_j = 53
dado: 18.310000, bin_esq: 18.300000, bin_dir: 18.400000, local_j = 183
dado: 73.190000, bin_esq: 73.100000, bin_dir: 73.200000, local_j = 731
dado: 66.060000, bin_esq: 66.000000, bin_dir: 66.100000, local_j = 660
dado: 86.100000, bin_esq: 86.100000, bin_dir: 86.200000, local_j = 861
dado: 48.330000, bin_esq: 48.300000, bin_dir: 48.400000, local_j = 483
dado: 24.160000, bin_esq: 24.100000, bin_dir: 24.200000, local_j = 241
dado: 93.360000, bin_esq: 93.300000, bin_dir: 93.400000, local_j = 933
dado: 61.260000, bin_esq: 61.200000, bin_dir: 61.300000, local_j = 612
dado: 33.620000, bin_esq: 33.600000, bin_dir: 33.700000, local_j = 336
dado: 16.520000, bin_esq: 16.500000, bin_dir: 16.600000, local_j = 165
dado: 32.130000, bin_esq: 32.100000, bin_dir: 32.200000, local_j = 321
dado: 88.950000, bin_esq: 88.900000, bin_dir: 89.000000, local_j = 889
dado: 94.620000, bin_esq: 94.600000, bin_dir: 94.700000, local_j = 946
dado: 32.960000, bin_esq: 32.900000, bin_dir: 33.000000, local_j = 329
dado: 92.110000, bin_esq: 92.100000, bin_dir: 92.200000, local_j = 921
dado: 39.980000, bin_esq: 39.900000, bin_dir: 40.000000, local_j = 399
dado: 52.190000, bin_esq: 52.100000, bin_dir: 52.200000, local_j = 521
dado: 77.940000, bin_esq: 77.900000, bin_dir: 78.000000, local_j = 779
dado: 43.750000, bin_esq: 43.700000, bin_dir: 43.800000, local_j = 437
dado: 63.580000, bin_esq: 63.500000, bin_dir: 63.600000, local_j = 635
dado: 10.560000, bin_esq: 10.500000, bin_dir: 10.600000, local_j = 105
dado: 26.010000, bin_esq: 26.000000, bin_dir: 26.100000, local_j = 260
dado: 10.220000, bin_esq: 10.200000, bin_dir: 10.300000, local_j = 102
dado: 92.450000, bin_esq: 92.400000, bin_dir: 92.500000, local_j = 924
dado: 68.050000, bin_esq: 68.000000, bin_dir: 68.100000, local_j = 680
dado: 94.280000, bin_esq: 94.200000, bin_dir: 94.300000, local_j = 942
dado: 57.080000, bin_esq: 57.000000, bin_dir: 57.100000, local_j = 570
dado: 49.660000, bin_esq: 49.600000, bin_dir: 49.700000, local_j = 496
dado: 94.100000, bin_esq: 94.100000, bin_dir: 94.200000, local_j = 941
dado: 21.320000, bin_esq: 21.300000, bin_dir: 21.400000, local_j = 213
dado: 49.900000, bin_esq: 49.800000, bin_dir: 49.900000, local_j = 498
dado: 46.440000, bin_esq: 46.400000, bin_dir: 46.500000, local_j = 464
dado: 38.510000, bin_esq: 38.500000, bin_dir: 38.600000, local_j = 385
dado: 44.770000, bin_esq: 44.700000, bin_dir: 44.800000, local_j = 447
dado: 71.470000, bin_esq: 71.400000, bin_dir: 71.500000, local_j = 714
dado: 62.850000, bin_esq: 62.800000, bin_dir: 62.900000, local_j = 628
dado: 68.980000, bin_esq: 68.900000, bin_dir: 69.000000, local_j = 689
dado: 62.640000, bin_esq: 62.600000, bin_dir: 62.700000, local_j = 626
dado: 45.870000, bin_esq: 45.800000, bin_dir: 45.900000, local_j = 458
dado: 37.530000, bin_esq: 37.500000, bin_dir: 37.600000, local_j = 375
dado: 10.900000, bin_esq: 10.900000, bin_dir: 11.000000, local_j = 109
dado: 51.540000, bin_esq: 51.500000, bin_dir: 51.600000, local_j = 515
dado: 51.010000, bin_esq: 51.000000, bin_dir: 51.100000, local_j = 510
dado: 95.590000, bin_esq: 95.500000, bin_dir: 95.600000, local_j = 955
dado: 71.000000, bin_esq: 70.900000, bin_dir: 71.000000, local_j = 709
dado: 38.900000, bin_esq: 38.800000, bin_dir: 38.900000, local_j = 388
dado: 53.100000, bin_esq: 53.000000, bin_dir: 53.100000, local_j = 530
dado: 38.830000, bin_esq: 38.800000, bin_dir: 38.900000, local_j = 388
dado: 61.620000, bin_esq: 61.600000, bin_dir: 61.700000, local_j = 616
dado: 84.890000, bin_esq: 84.800000, bin_dir: 84.900000, local_j = 848
dado: 8.660000, bin_esq: 8.600000, bin_dir: 8.700000, local_j = 86
dado: 39.340000, bin_esq: 39.300000, bin_dir: 39.400000, local_j = 393
dado: 59.360000, bin_esq: 59.300000, bin_dir: 59.400000, local_j = 593
dado: 64.330000, bin_esq: 64.300000, bin_dir: 64.400000, local_j = 643
dado: 54.040000, bin_esq: 54.000000, bin_dir: 54.100000, local_j = 540
dado: 19.410000, bin_esq: 19.400000, bin_dir: 19.500000, local_j = 194
dado: 91.450000, bin_esq: 91.400000, bin_dir: 91.500000, local_j = 914
dado: 73.430000, bin_esq: 73.400000, bin_dir: 73.500000, local_j = 734
dado: 0.870000, bin_esq: 0.800000, bin_dir: 0.900000, local_j = 8
dado: 97.880000, bin_esq: 97.800000, bin_dir: 97.900000, local_j = 978
dado: 17.900000, bin_esq: 17.900000, bin_dir: 18.000000, local_j = 179
dado: 39.020000, bin_esq: 39.000000, bin_dir: 39.100000, local_j = 390
dado: 42.260000, bin_esq: 42.200000, bin_dir: 42.300000, local_j = 422
dado: 50.670000, bin_esq: 50.600000, bin_dir: 50.700000, local_j = 506
dado: 64.290000, bin_esq: 64.200000, bin_dir: 64.300000, local_j = 642
dado: 81.230000, bin_esq: 81.200000, bin_dir: 81.300000, local_j = 812
dado: 12.080000, bin_esq: 12.000000, bin_dir: 12.100000, local_j = 120
dado: 83.260000, bin_esq: 83.200000, bin_dir: 83.300000, local_j = 832
dado: 14.920000, bin_esq: 14.900000, bin_dir: 15.000000, local_j = 149
dado: 83.210000, bin_esq: 83.200000, bin_dir: 83.300000, local_j = 832
dado: 43.400000, bin_esq: 43.300000, bin_dir: 43.400000, local_j = 433
dado: 84.120000, bin_esq: 84.100000, bin_dir: 84.200000, local_j = 841
dado: 21.780000, bin_esq: 21.700000, bin_dir: 21.800000, local_j = 217
dado: 79.830000, bin_esq: 79.800000, bin_dir: 79.900000, local_j = 798
dado: 42.310000, bin_esq: 42.300000, bin_dir: 42.400000, local_j = 423
dado: 79.720000, bin_esq: 79.700000, bin_dir: 79.800000, local_j = 797
dado: 27.070000, bin_esq: 27.000000, bin_dir: 27.100000, local_j = 270
dado: 89.220000, bin_esq: 89.200000, bin_dir: 89.300000, local_j = 892
dado: 34.410000, bin_esq: 34.400000, bin_dir: 34.500000, local_j = 344
dado: 99.580000, bin_esq: 99.500000, bin_dir: 99.600000, local_j = 995
dado: 13.830000, bin_esq: 13.800000, bin_dir: 13.900000, local_j = 138
dado: 38.580000, bin_esq: 38.500000, bin_dir: 38.600000, local_j = 385
dado: 43.250000, bin_esq: 43.200000, bin_dir: 43.300000, local_j = 432
dado: 57.560000, bin_esq: 57.500000, bin_dir: 57.600000, local_j = 575
dado: 95.520000, bin_esq: 95.500000, bin_dir: 95.600000, local_j = 955
dado: 13.860000, bin_esq: 13.800000, bin_dir: 13.900000, local_j = 138
dado: 55.270000, bin_esq: 55.200000, bin_dir: 55.300000, local_j = 552
dado: 67.240000, bin_esq: 67.200000, bin_dir: 67.300000, local_j = 672
dado: 44.480000, bin_esq: 44.400000, bin_dir: 44.500000, local_j = 444
dado: 70.920000, bin_esq: 70.900000, bin_dir: 71.000000, local_j = 709
dado: 54.220000, bin_esq: 54.200000, bin_dir: 54.300000, local_j = 542
dado: 50.440000, bin_esq: 50.400000, bin_dir: 50.500000, local_j = 504
dado: 17.260000, bin_esq: 17.200000, bin_dir: 17.300000, local_j = 172
dado: 49.720000, bin_esq: 49.700000, bin_dir: 49.800000, local_j = 497
dado: 13.490000, bin_esq: 13.400000, bin_dir: 13.500000, local_j = 134
dado: 89.200000, bin_esq: 89.200000, bin_dir: 89.300000, local_j = 892
dado: 12.640000, bin_esq: 12.600000, bin_dir: 12.700000, local_j = 126
dado: 71.550000, bin_esq: 71.500000, bin_dir: 71.600000, local_j = 715
dado: 31.060000, bin_esq: 31.000000, bin_dir: 31.100000, local_j = 310
dado: 21.000000, bin_esq: 20.900000, bin_dir: 21.000000, local_j = 209
dado: 72.220000, bin_esq: 72.200000, bin_dir: 72.300000, local_j = 722
dado: 28.030000, bin_esq: 28.000000, bin_dir: 28.100000, local_j = 280
dado: 22.030000, bin_esq: 22.000000, bin_dir: 22.100000, local_j = 220
dado: 56.740000, bin_esq: 56.700000, bin_dir: 56.800000, local_j = 567
dado: 54.980000, bin_esq: 54.900000, bin_dir: 55.000000, local_j = 549
dado: 69.380000, bin_esq: 69.300000, bin_dir: 69.400000, local_j = 693
dado: 27.930000, bin_esq: 27.900000, bin_dir: 28.000000, local_j = 279
dado: 41.980000, bin_esq: 41.900000, bin_dir: 42.000000, local_j = 419
dado: 50.140000, bin_esq: 50.100000, bin_dir: 50.200000, local_j = 501
dado: 3.280000, bin_esq: 3.200000, bin_dir: 3.300000, local_j = 32
dado: 38.870000, bin_esq: 38.800000, bin_dir: 38.900000, local_j = 388
dado: 24.040000, bin_esq: 24.000000, bin_dir: 24.100000, local_j = 240
dado: 14.640000, bin_esq: 14.600000, bin_dir: 14.700000, local_j = 146
dado: 59.580000, bin_esq: 59.500000, bin_dir: 59.600000, local_j = 595
dado: 47.890000, bin_esq: 47.800000, bin_dir: 47.900000, local_j = 478
dado: 36.140000, bin_esq: 36.100000, bin_dir: 36.200000, local_j = 361
dado: 4.720000, bin_esq: 4.700000, bin_dir: 4.800000, local_j = 47
dado: 87.760000, bin_esq: 87.700000, bin_dir: 87.800000, local_j = 877
dado: 6.720000, bin_esq: 6.700000, bin_dir: 6.800000, local_j = 67
dado: 13.410000, bin_esq: 13.400000, bin_dir: 13.500000, local_j = 134
dado: 49.540000, bin_esq: 49.500000, bin_dir: 49.600000, local_j = 495
dado: 8.720000, bin_esq: 8.700000, bin_dir: 8.800000, local_j = 87
dado: 47.740000, bin_esq: 47.700000, bin_dir: 47.800000, local_j = 477
dado: 80.130000, bin_esq: 80.100000, bin_dir: 80.200000, local_j = 801
dado: 94.170000, bin_esq: 94.100000, bin_dir: 94.200000, local_j = 941
dado: 85.830000, bin_esq: 85.800000, bin_dir: 85.900000, local_j = 858
dado: 9.220000, bin_esq: 9.200000, bin_dir: 9.300000, local_j = 92
dado: 11.360000, bin_esq: 11.300000, bin_dir: 11.400000, local_j = 113
dado: 30.800000, bin_esq: 30.700000, bin_dir: 30.800000, local_j = 307
dado: 68.980000, bin_esq: 68.900000, bin_dir: 69.000000, local_j = 689
dado: 64.920000, bin_esq: 64.900000, bin_dir: 65.000000, local_j = 649
dado: 91.810000, bin_esq: 91.800000, bin_dir: 91.900000, local_j = 918
dado: 86.950000, bin_esq: 86.900000, bin_dir: 87.000000, local_j = 869
dado: 58.890000, bin_esq: 58.800000, bin_dir: 58.900000, local_j = 588
dado: 83.310000, bin_esq: 83.300000, bin_dir: 83.400000, local_j = 833
dado: 28.900000, bin_esq: 28.800000, bin_dir: 28.900000, local_j = 288
dado: 63.710000, bin_esq: 63.700000, bin_dir: 63.800000, local_j = 637
dado: 43.730000, bin_esq: 43.700000, bin_dir: 43.800000, local_j = 437
dado: 52.040000, bin_esq: 52.000000, bin_dir: 52.100000, local_j = 520
dado: 28.530000, bin_esq: 28.500000, bin_dir: 28.600000, local_j = 285
dado: 80.310000, bin_esq: 80.300000, bin_dir: 80.400000, local_j = 803
dado: 93.960000, bin_esq: 93.900000, bin_dir: 94.000000, local_j = 939
dado: 48.970000, bin_esq: 48.900000, bin_dir: 49.000000, local_j = 489
dado: 0.320000, bin_esq: 0.300000, bin_dir: 0.400000, local_j = 3
dado: 49.380000, bin_esq: 49.300000, bin_dir: 49.400000, local_j = 493
dado: 33.630000, bin_esq: 33.600000, bin_dir: 33.700000, local_j = 336
dado: 99.820000, bin_esq: 99.800000, bin_dir: 99.900000, local_j = 998
dado: 32.090000, bin_esq: 32.000000, bin_dir: 32.100000, local_j = 320
dado: 24.000000, bin_esq: 23.900000, bin_dir: 24.000000, local_j = 239
dado: 66.620000, bin_esq: 66.600000, bin_dir: 66.700000, local_j = 666
dado: 22.470000, bin_esq: 22.400000, bin_dir: 22.500000, local_j = 224
dado: 38.460000, bin_esq: 38.400000, bin_dir: 38.500000, local_j = 384
dado: 82.530000, bin_esq: 82.500000, bin_dir: 82.600000, local_j = 825
dado: 11.020000, bin_esq: 11.000000, bin_dir: 11.100000, local_j = 110
dado: 84.220000, bin_esq: 84.200000, bin_dir: 84.300000, local_j = 842
dado: 17.250000, bin_esq: 17.200000, bin_dir: 17.300000, local_j = 172
dado: 40.810000, bin_esq: 40.800000, bin_dir: 40.900000, local_j = 408
dado: 37.910000, bin_esq: 37.900000, bin_dir: 38.000000, local_j = 379
dado: 83.740000, bin_esq: 83.700000, bin_dir: 83.800000, local_j = 837
dado: 15.200000, bin_esq: 15.200000, bin_dir: 15.300000, local_j = 152
dado: 30.150000, bin_esq: 30.100000, bin_dir: 30.200000, local_j = 301
dado: 89.330000, bin_esq: 89.300000, bin_dir: 89.400000, local_j = 893
dado: 30.150000, bin_esq: 30.100000, bin_dir: 30.200000, local_j = 301
dado: 91.950000, bin_esq: 91.900000, bin_dir: 92.000000, local_j = 919
dado: 52.260000, bin_esq: 52.200000, bin_dir: 52.300000, local_j = 522
dado: 57.610000, bin_esq: 57.600000, bin_dir: 57.700000, local_j = 576
dado: 20.590000, bin_esq: 20.500000, bin_dir: 20.600000, local_j = 205
dado: 51.900000, bin_esq: 51.800000, bin_dir: 51.900000, local_j = 518
dado: 0.520000, bin_esq: 0.500000, bin_dir: 0.600000, local_j = 5
dado: 28.250000, bin_esq: 28.200000, bin_dir: 28.300000, local_j = 282
dado: 26.860000, bin_esq: 26.800000, bin_dir: 26.900000, local_j = 268
dado: 6.030000, bin_esq: 6.000000, bin_dir: 6.100000, local_j = 60
dado: 95.250000, bin_esq: 95.200000, bin_dir: 95.300000, local_j = 952
dado: 37.330000, bin_esq: 37.300000, bin_dir: 37.400000, local_j = 373
dado: 61.320000, bin_esq: 61.300000, bin_dir: 61.400000, local_j = 613
dado: 37.950000, bin_esq: 37.900000, bin_dir: 38.000000, local_j = 379
dado: 84.230000, bin_esq: 84.200000, bin_dir: 84.300000, local_j = 842
dado: 9.370000, bin_esq: 9.300000, bin_dir: 9.400000, local_j = 93
dado: 52.470000, bin_esq: 52.400000, bin_dir: 52.500000, local_j = 524
dado: 58.970000, bin_esq: 58.900000, bin_dir: 59.000000, local_j = 589
dado: 63.550000, bin_esq: 63.500000, bin_dir: 63.600000, local_j = 635
dado: 47.070000, bin_esq: 47.000000, bin_dir: 47.100000, local_j = 470
dado: 16.880000, bin_esq: 16.800000, bin_dir: 16.900000, local_j = 168
dado: 99.080000, bin_esq: 99.000000, bin_dir: 99.100000, local_j = 990
dado: 15.280000, bin_esq: 15.200000, bin_dir: 15.300000, local_j = 152
dado: 76.080000, bin_esq: 76.000000, bin_dir: 76.100000, local_j = 760
dado: 17.260000, bin_esq: 17.200000, bin_dir: 17.300000, local_j = 172
dado: 66.720000, bin_esq: 66.700000, bin_dir: 66.800000, local_j = 667
dado: 57.880000, bin_esq: 57.800000, bin_dir: 57.900000, local_j = 578
dado: 63.790000, bin_esq: 63.700000, bin_dir: 63.800000, local_j = 637
dado: 14.560000, bin_esq: 14.500000, bin_dir: 14.600000, local_j = 145
dado: 81.320000, bin_esq: 81.300000, bin_dir: 81.400000, local_j = 813
dado: 37.450000, bin_esq: 37.400000, bin_dir: 37.500000, local_j = 374
dado: 54.010000, bin_esq: 54.000000, bin_dir: 54.100000, local_j = 540
dado: 1.720000, bin_esq: 1.700000, bin_dir: 1.800000, local_j = 17
dado: 8.450000, bin_esq: 8.400000, bin_dir: 8.500000, local_j = 84
dado: 40.820000, bin_esq: 40.800000, bin_dir: 40.900000, local_j = 408
dado: 79.910000, bin_esq: 79.900000, bin_dir: 80.000000, local_j = 799
dado: 97.380000, bin_esq: 97.300000, bin_dir: 97.400000, local_j = 973
dado: 93.720000, bin_esq: 93.700000, bin_dir: 93.800000, local_j = 937
dado: 49.500000, bin_esq: 49.400000, bin_dir: 49.500000, local_j = 494
dado: 48.290000, bin_esq: 48.200000, bin_dir: 48.300000, local_j = 482
dado: 67.060000, bin_esq: 67.000000, bin_dir: 67.100000, local_j = 670
dado: 5.910000, bin_esq: 5.900000, bin_dir: 6.000000, local_j = 59
dado: 39.560000, bin_esq: 39.500000, bin_dir: 39.600000, local_j = 395
dado: 32.320000, bin_esq: 32.300000, bin_dir: 32.400000, local_j = 323
dado: 58.400000, bin_esq: 58.300000, bin_dir: 58.400000, local_j = 583
dado: 38.690000, bin_esq: 38.600000, bin_dir: 38.700000, local_j = 386
dado: 83.640000, bin_esq: 83.600000, bin_dir: 83.700000, local_j = 836
dado: 7.550000, bin_esq: 7.500000, bin_dir: 7.600000, local_j = 75
dado: 31.520000, bin_esq: 31.500000, bin_dir: 31.600000, local_j = 315
dado: 76.260000, bin_esq: 76.200000, bin_dir: 76.300000, local_j = 762
dado: 76.230000, bin_esq: 76.200000, bin_dir: 76.300000, local_j = 762
dado: 39.620000, bin_esq: 39.600000, bin_dir: 39.700000, local_j = 396
dado: 88.160000, bin_esq: 88.100000, bin_dir: 88.200000, local_j = 881
dado: 38.170000, bin_esq: 38.100000, bin_dir: 38.200000, local_j = 381
dado: 95.850000, bin_esq: 95.800000, bin_dir: 95.900000, local_j = 958
dado: 80.820000, bin_esq: 80.800000, bin_dir: 80.900000, local_j = 808
dado: 42.290000, bin_esq: 42.200000, bin_dir: 42.300000, local_j = 422
dado: 56.830000, bin_esq: 56.800000, bin_dir: 56.900000, local_j = 568
dado: 3.290000, bin_esq: 3.200000, bin_dir: 3.300000, local_j = 32
dado: 12.760000, bin_esq: 12.700000, bin_dir: 12.800000, local_j = 127
dado: 13.660000, bin_esq: 13.600000, bin_dir: 13.700000, local_j = 136
dado: 46.940000, bin_esq: 46.900000, bin_dir: 47.000000, local_j = 469
dado: 48.910000, bin_esq: 48.900000, bin_dir: 49.000000, local_j = 489
dado: 14.690000, bin_esq: 14.600000, bin_dir: 14.700000, local_j = 146
dado: 72.480000, bin_esq: 72.400000, bin_dir: 72.500000, local_j = 724
dado: 46.660000, bin_esq: 46.600000, bin_dir: 46.700000, local_j = 466
dado: 86.470000, bin_esq: 86.400000, bin_dir: 86.500000, local_j = 864
dado: 44.700000, bin_esq: 44.600000, bin_dir: 44.700000, local_j = 446
